x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-2.75,2.75,1970-01-01 01:00:02,1970-01-01 01:00:19,1970-01-01 01:03:24,0:00:17,0:03:05,0:03:22
-1.25,-2.75,1970-01-01 01:00:12,1970-01-01 01:00:30,1970-01-01 01:01:12,0:00:18,0:00:42,0:01:00
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:38,1970-01-01 01:01:03,0:00:06,0:00:25,0:00:31
-0.75,-3.25,1970-01-01 01:00:42,1970-01-01 01:00:44,1970-01-01 01:00:49,0:00:02,0:00:05,0:00:07
-3.25,3.75,1970-01-01 01:00:52,1970-01-01 01:01:33,1970-01-01 01:03:35,0:00:41,0:02:02,0:02:43
1.25,3.25,1970-01-01 01:01:13,1970-01-01 01:04:04,,0:02:51,,
-3.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:27,1970-01-01 01:03:28,0:00:04,0:02:01,0:02:05
3.75,3.75,1970-01-01 01:01:33,1970-01-01 01:04:16,,0:02:43,,
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:01:49,1970-01-01 01:02:30,0:00:06,0:00:41,0:00:47
0.25,-2.75,1970-01-01 01:01:53,1970-01-01 01:02:14,1970-01-01 01:02:51,0:00:21,0:00:37,0:00:58
-1.25,-3.25,1970-01-01 01:02:03,,,,,
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:02:23,1970-01-01 01:02:29,1970-01-01 01:02:46,0:00:06,0:00:17,0:00:23
1.75,1.75,1970-01-01 01:02:34,1970-01-01 01:04:13,1970-01-01 01:04:37,0:01:39,0:00:24,0:02:03
1.25,2.75,1970-01-01 01:02:44,1970-01-01 01:04:01,1970-01-01 01:04:29,0:01:17,0:00:28,0:01:45
-2.25,-1.75,1970-01-01 01:02:54,1970-01-01 01:02:54,1970-01-01 01:03:10,0:00:00,0:00:16,0:00:16
0.25,-0.75,1970-01-01 01:03:04,,,,,
-2.75,-3.75,1970-01-01 01:03:14,,,,,
1.75,-4.25,1970-01-01 01:03:44,,,,,
1.75,-4.25,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,,,,,
-2.25,-0.25,1970-01-01 01:04:04,1970-01-01 01:04:12,1970-01-01 01:04:41,0:00:08,0:00:29,0:00:37
-2.75,-0.25,1970-01-01 01:04:15,1970-01-01 01:04:44,,0:00:29,,
-1.25,-1.25,1970-01-01 01:04:25,,,,,
2.25,-4.25,1970-01-01 01:04:35,,,,,
2.75,3.75,1970-01-01 01:04:45,,,,,
