x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-2.25,-1.75,1970-01-01 01:00:03,1970-01-01 01:00:28,1970-01-01 01:00:44,25.0,16.0,41.0
-2.75,-0.75,1970-01-01 01:00:13,1970-01-01 01:00:20,1970-01-01 01:00:35,7.0,15.0,22.0
0.25,1.75,1970-01-01 01:00:23,1970-01-01 01:00:29,1970-01-01 01:01:19,6.0,50.0,56.0
-1.25,4.25,1970-01-01 01:00:33,1970-01-01 01:00:45,1970-01-01 01:01:02,12.0,17.0,29.0
0.25,3.25,1970-01-01 01:00:43,,,,,
-1.75,-0.25,1970-01-01 01:00:54,1970-01-01 01:00:54,1970-01-01 01:01:34,0.0,40.0,40.0
0.25,4.25,1970-01-01 01:01:04,,,,,
-0.75,4.25,1970-01-01 01:01:14,,,,,
1.25,-1.75,1970-01-01 01:01:24,,,,,
1.25,-2.25,1970-01-01 01:01:34,,,,,
-0.75,-3.25,1970-01-01 01:01:44,1970-01-01 01:01:57,1970-01-01 01:02:22,13.0,25.0,38.0
-2.25,-2.25,1970-01-01 01:01:54,1970-01-01 01:02:00,1970-01-01 01:02:34,6.0,34.0,40.0
-1.25,-3.75,1970-01-01 01:02:04,1970-01-01 01:02:05,1970-01-01 01:02:15,1.0,10.0,11.0
2.25,3.75,1970-01-01 01:02:14,,,,,
-2.75,2.25,1970-01-01 01:02:24,,,,,
-1.25,-3.25,1970-01-01 01:02:35,1970-01-01 01:02:41,1970-01-01 01:03:05,6.0,24.0,30.0
4.25,-0.75,1970-01-01 01:02:45,,,,,
-0.75,-1.25,1970-01-01 01:02:55,1970-01-01 01:03:01,1970-01-01 01:03:29,6.0,28.0,34.0
-2.75,1.75,1970-01-01 01:03:05,,,,,
2.25,-3.25,1970-01-01 01:03:15,,,,,
-0.75,-0.25,1970-01-01 01:03:25,,,,,
1.75,-3.75,1970-01-01 01:03:35,,,,,
