x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-2.75,2.75,1970-01-01 01:00:02,1970-01-01 01:01:35,1970-01-01 01:02:15,93.0,40.0,133.0
-1.25,-2.75,1970-01-01 01:00:12,,,,,
-2.25,2.75,1970-01-01 01:00:22,,,,,
-1.25,-4.25,1970-01-01 01:00:32,1970-01-01 01:00:53,1970-01-01 01:01:13,21.0,20.0,41.0
-0.75,-3.25,1970-01-01 01:00:42,,,,,
-3.25,3.75,1970-01-01 01:00:52,1970-01-01 01:01:39,1970-01-01 01:03:45,47.0,126.0,173.0
-1.75,-0.75,1970-01-01 01:01:02,,,,,
1.25,3.25,1970-01-01 01:01:12,,,,,
-3.25,2.75,1970-01-01 01:01:23,1970-01-01 01:01:36,1970-01-01 01:03:40,13.0,124.0,137.0
3.75,3.75,1970-01-01 01:01:33,,,,,
-0.25,-3.25,1970-01-01 01:01:43,1970-01-01 01:02:15,1970-01-01 01:03:07,32.0,52.0,84.0
0.25,-2.75,1970-01-01 01:01:53,1970-01-01 01:02:15,1970-01-01 01:02:58,22.0,43.0,65.0
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:13,1970-01-01 01:02:48,10.0,35.0,45.0
0.75,-1.75,1970-01-01 01:02:13,,,,,
-0.25,-2.75,1970-01-01 01:02:23,1970-01-01 01:02:30,1970-01-01 01:03:04,7.0,34.0,41.0
1.75,1.75,1970-01-01 01:02:33,,,,,
1.25,2.75,1970-01-01 01:02:43,,,,,
-2.25,-1.75,1970-01-01 01:02:53,,,,,
0.25,-0.75,1970-01-01 01:03:04,,,,,
-2.75,-3.75,1970-01-01 01:03:14,,,,,
1.75,-4.25,1970-01-01 01:03:24,,,,,
-0.25,0.75,1970-01-01 01:03:34,,,,,
0.75,-2.75,1970-01-01 01:03:44,,,,,
-1.75,-0.25,1970-01-01 01:03:54,1970-01-01 01:04:08,1970-01-01 01:04:31,14.0,23.0,37.0
-2.25,-0.25,1970-01-01 01:04:04,,,,,
-2.75,-0.25,1970-01-01 01:04:14,,,,,
-1.25,-1.25,1970-01-01 01:04:24,,,,,
2.25,-4.25,1970-01-01 01:04:35,,,,,
