x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
1.25,-3.25,1970-01-01 01:00:02,,,,,
-2.75,-0.25,1970-01-01 01:00:12,1970-01-01 01:00:18,1970-01-01 01:00:34,6.0,16.0,22.0
0.75,-3.25,1970-01-01 01:00:22,1970-01-01 01:00:38,1970-01-01 01:01:02,16.0,24.0,40.0
-3.25,3.25,1970-01-01 01:00:32,1970-01-01 01:01:28,1970-01-01 01:01:57,56.0,29.0,85.0
0.25,-0.75,1970-01-01 01:00:42,,,,,
0.25,-2.25,1970-01-01 01:00:52,,,,,
3.75,1.75,1970-01-01 01:01:02,,,,,
-2.75,-2.25,1970-01-01 01:01:12,,,,,
0.75,-1.75,1970-01-01 01:01:22,,,,,
3.25,-1.75,1970-01-01 01:01:33,,,,,
1.25,-2.25,1970-01-01 01:01:43,,,,,
-2.25,-2.75,1970-01-01 01:01:53,,,,,
-0.75,3.25,1970-01-01 01:02:03,,,,,
-1.75,-4.25,1970-01-01 01:02:13,,,,,
2.75,-0.75,1970-01-01 01:02:23,,,,,
0.25,3.75,1970-01-01 01:02:33,,,,,
1.25,-0.75,1970-01-01 01:02:43,,,,,
2.25,0.75,1970-01-01 01:02:53,,,,,
-2.25,3.75,1970-01-01 01:03:03,,,,,
2.75,-1.75,1970-01-01 01:03:24,,,,,
2.75,-1.75,1970-01-01 01:03:24,,,,,
