x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
2.25,-1.75,1970-01-01 01:00:02,,,,,
2.25,2.75,1970-01-01 01:00:12,,,,,
-2.75,2.75,1970-01-01 01:00:22,,,,,
1.25,3.75,1970-01-01 01:00:32,1970-01-01 01:00:38,1970-01-01 01:01:19,6.0,41.0,47.0
2.75,3.75,1970-01-01 01:00:42,1970-01-01 01:00:48,1970-01-01 01:01:35,6.0,47.0,53.0
1.25,2.25,1970-01-01 01:00:52,1970-01-01 01:00:58,1970-01-01 01:01:09,6.0,11.0,17.0
0.75,0.75,1970-01-01 01:01:12,,,,,
0.75,-2.25,1970-01-01 01:01:22,1970-01-01 01:02:10,1970-01-01 01:02:21,48.0,11.0,59.0
2.25,-4.25,1970-01-01 01:01:32,1970-01-01 01:01:44,1970-01-01 01:01:59,12.0,15.0,27.0
-0.25,4.25,1970-01-01 01:01:43,,,,,
0.25,-0.75,1970-01-01 01:01:53,,,,,
0.75,-3.75,1970-01-01 01:02:03,,,,,
2.25,0.75,1970-01-01 01:02:13,,,,,
0.75,1.25,1970-01-01 01:02:23,,,,,
-1.25,4.25,1970-01-01 01:02:43,,,,,
-2.25,-2.25,1970-01-01 01:02:53,1970-01-01 01:02:54,1970-01-01 01:03:03,1.0,9.0,10.0
1.25,-0.25,1970-01-01 01:03:03,,,,,
