x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-2.25,-1.75,1970-01-01 01:00:02,1970-01-01 01:00:52,1970-01-01 01:01:15,0:00:50,0:00:23,0:01:13
-2.75,-0.75,1970-01-01 01:00:12,1970-01-01 01:00:41,1970-01-01 01:01:02,0:00:29,0:00:21,0:00:50
0.25,2.25,1970-01-01 01:00:22,1970-01-01 01:01:38,1970-01-01 01:01:57,0:01:16,0:00:19,0:01:35
-0.75,-3.75,1970-01-01 01:00:32,1970-01-01 01:01:07,1970-01-01 01:01:31,0:00:35,0:00:24,0:00:59
0.25,3.25,1970-01-01 01:00:42,,,,,
-1.75,-0.25,1970-01-01 01:00:52,1970-01-01 01:01:40,1970-01-01 01:01:56,0:00:48,0:00:16,0:01:04
0.25,4.25,1970-01-01 01:01:02,,,,,
-0.25,-3.75,1970-01-01 01:01:12,1970-01-01 01:02:11,1970-01-01 01:02:24,0:00:59,0:00:13,0:01:12
1.25,-1.75,1970-01-01 01:01:22,,,,,
1.25,-2.25,1970-01-01 01:01:32,,,,,
-0.75,-2.25,1970-01-01 01:01:43,1970-01-01 01:02:03,1970-01-01 01:02:41,0:00:20,0:00:38,0:00:58
-2.25,-2.25,1970-01-01 01:01:53,1970-01-01 01:02:00,1970-01-01 01:02:09,0:00:07,0:00:09,0:00:16
-1.25,-3.25,1970-01-01 01:02:03,1970-01-01 01:02:23,1970-01-01 01:02:34,0:00:20,0:00:11,0:00:31
2.25,4.25,1970-01-01 01:02:13,,,,,
-2.75,2.75,1970-01-01 01:02:23,,,,,
-1.25,-2.75,1970-01-01 01:02:33,1970-01-01 01:02:46,,0:00:13,,
-1.25,-2.25,1970-01-01 01:02:43,,,,,
4.25,-0.25,1970-01-01 01:02:53,,,,,
