x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
1.75,-1.25,1970-01-01 01:00:02,1970-01-01 01:00:20,1970-01-01 01:00:38,0:00:18,0:00:18,0:00:36
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:14,1970-01-01 01:00:52,0:00:02,0:00:38,0:00:40
2.25,2.75,1970-01-01 01:00:22,1970-01-01 01:00:23,1970-01-01 01:00:37,0:00:01,0:00:14,0:00:15
-1.25,-3.25,1970-01-01 01:00:32,1970-01-01 01:02:51,1970-01-01 01:03:21,0:02:19,0:00:30,0:02:49
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:00:56,1970-01-01 01:01:32,0:00:13,0:00:36,0:00:49
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:02:58,,0:01:55,,
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:15,1970-01-01 01:01:24,0:00:02,0:00:09,0:00:11
0.25,2.75,1970-01-01 01:01:23,,,,,
-1.25,0.25,1970-01-01 01:01:33,1970-01-01 01:02:12,1970-01-01 01:02:30,0:00:39,0:00:18,0:00:57
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:02:58,1970-01-01 01:03:31,0:01:15,0:00:33,0:01:48
-1.25,-0.25,1970-01-01 01:01:54,1970-01-01 01:02:16,1970-01-01 01:02:31,0:00:22,0:00:15,0:00:37
-2.25,-3.25,1970-01-01 01:02:04,,,,,
0.25,-2.25,1970-01-01 01:02:14,1970-01-01 01:02:49,1970-01-01 01:03:26,0:00:35,0:00:37,0:01:12
-0.75,3.25,1970-01-01 01:02:24,,,,,
-0.75,-4.25,1970-01-01 01:03:34,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-3.75,3.25,1970-01-01 01:03:04,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
-0.75,-4.25,1970-01-01 01:03:34,,,,,
-0.25,0.75,1970-01-01 01:03:45,,,,,
0.75,-0.75,1970-01-01 01:03:55,,,,,
