x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
2.75,-3.25,1970-01-01 01:00:02,1970-01-01 01:00:03,1970-01-01 01:01:44,0:00:01,0:01:41,0:01:42
1.25,-4.25,1970-01-01 01:00:12,,,,,
0.25,4.25,1970-01-01 01:00:22,,,,,
1.25,-3.75,1970-01-01 01:00:32,1970-01-01 01:00:34,1970-01-01 01:00:56,0:00:02,0:00:22,0:00:24
-1.75,-3.25,1970-01-01 01:00:42,1970-01-01 01:00:54,1970-01-01 01:01:19,0:00:12,0:00:25,0:00:37
2.75,-1.25,1970-01-01 01:00:52,,,,,
0.25,2.25,1970-01-01 01:01:02,1970-01-01 01:02:02,1970-01-01 01:02:31,0:01:00,0:00:29,0:01:29
1.75,-2.75,1970-01-01 01:01:12,,,,,
-0.25,-1.25,1970-01-01 01:01:22,1970-01-01 01:01:33,1970-01-01 01:01:56,0:00:11,0:00:23,0:00:34
2.25,2.75,1970-01-01 01:01:32,,,,,
-2.25,-2.25,1970-01-01 01:01:42,1970-01-01 01:02:43,1970-01-01 01:03:01,0:01:01,0:00:18,0:01:19
-0.75,-2.75,1970-01-01 01:01:52,1970-01-01 01:02:20,1970-01-01 01:02:36,0:00:28,0:00:16,0:00:44
-0.75,1.25,1970-01-01 01:02:03,,,,,
1.75,-1.75,1970-01-01 01:02:13,,,,,
1.75,0.75,1970-01-01 01:02:23,,,,,
-2.25,2.25,1970-01-01 01:02:33,,,,,
-2.75,-4.25,1970-01-01 01:02:43,,,,,
-3.25,-0.25,1970-01-01 01:02:53,,,,,
1.25,2.75,1970-01-01 01:03:03,,,,,
-2.75,-2.25,1970-01-01 01:03:13,,,,,
0.75,2.75,1970-01-01 01:03:24,,,,,
-2.75,-1.25,1970-01-01 01:03:34,,,,,
