x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-2.75,2.75,1970-01-01 01:00:03,,,,,
-1.25,-3.75,1970-01-01 01:00:13,1970-01-01 01:00:29,1970-01-01 01:00:44,0:00:16,0:00:15,0:00:31
-2.25,2.25,1970-01-01 01:00:23,,,,,
-1.75,0.75,1970-01-01 01:00:33,1970-01-01 01:00:48,1970-01-01 01:01:13,0:00:15,0:00:25,0:00:40
-0.75,-4.25,1970-01-01 01:00:43,1970-01-01 01:02:05,1970-01-01 01:02:29,0:01:22,0:00:24,0:01:46
-3.25,3.75,1970-01-01 01:00:53,,,,,
-1.75,-1.25,1970-01-01 01:01:03,1970-01-01 01:01:16,1970-01-01 01:01:41,0:00:13,0:00:25,0:00:38
1.25,3.25,1970-01-01 01:01:13,1970-01-01 01:01:30,1970-01-01 01:02:03,0:00:17,0:00:33,0:00:50
-3.25,2.75,1970-01-01 01:01:23,,,,,
3.75,3.25,1970-01-01 01:01:33,1970-01-01 01:02:35,,0:01:02,,
-0.25,-3.75,1970-01-01 01:01:43,1970-01-01 01:02:09,1970-01-01 01:02:35,0:00:26,0:00:26,0:00:52
0.25,-3.25,1970-01-01 01:01:53,1970-01-01 01:02:33,,0:00:40,,
-1.25,-4.25,1970-01-01 01:02:03,,,,,
0.75,-1.75,1970-01-01 01:02:14,,,,,
1.25,-4.25,1970-01-01 01:02:24,,,,,
3.75,1.25,1970-01-01 01:02:34,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
-3.75,3.25,1970-01-01 01:02:54,,,,,
