x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
1.75,-1.25,1970-01-01 01:00:02,1970-01-01 01:00:30,1970-01-01 01:01:03,0:00:28,0:00:33,0:01:01
2.25,2.25,1970-01-01 01:00:12,1970-01-01 01:00:19,1970-01-01 01:00:25,0:00:07,0:00:06,0:00:13
2.25,2.75,1970-01-01 01:00:23,1970-01-01 01:00:24,1970-01-01 01:00:30,0:00:01,0:00:06,0:00:07
-1.25,-3.25,1970-01-01 01:00:33,1970-01-01 01:00:34,1970-01-01 01:00:42,0:00:01,0:00:08,0:00:09
3.75,-0.25,1970-01-01 01:00:43,1970-01-01 01:02:05,1970-01-01 01:02:33,0:01:22,0:00:28,0:01:50
-4.25,-0.25,1970-01-01 01:00:53,,,,,
3.25,-3.25,1970-01-01 01:01:03,1970-01-01 01:01:43,1970-01-01 01:02:38,0:00:40,0:00:55,0:01:35
3.25,3.75,1970-01-01 01:01:13,1970-01-01 01:01:32,1970-01-01 01:01:39,0:00:19,0:00:07,0:00:26
0.25,2.75,1970-01-01 01:01:23,,,,,
-1.25,0.25,1970-01-01 01:01:33,,,,,
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:02:40,1970-01-01 01:03:09,0:00:57,0:00:29,0:01:26
-1.25,-0.25,1970-01-01 01:01:53,,,,,
-2.25,-3.25,1970-01-01 01:02:03,,,,,
0.25,-2.25,1970-01-01 01:02:14,1970-01-01 01:02:30,1970-01-01 01:02:51,0:00:16,0:00:21,0:00:37
-0.75,3.25,1970-01-01 01:02:24,,,,,
-0.75,-4.25,1970-01-01 01:02:34,,,,,
1.25,-3.25,1970-01-01 01:02:44,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-3.75,3.25,1970-01-01 01:03:04,,,,,
1.25,-1.75,1970-01-01 01:03:14,,,,,
-0.25,0.75,1970-01-01 01:03:24,,,,,
