x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
2.75,-3.75,1970-01-01 01:00:03,1970-01-01 01:00:04,1970-01-01 01:00:58,0:00:01,0:00:54,0:00:55
1.25,-4.25,1970-01-01 01:00:13,1970-01-01 01:00:38,1970-01-01 01:01:09,0:00:25,0:00:31,0:00:56
0.25,3.75,1970-01-01 01:00:23,1970-01-01 01:00:24,1970-01-01 01:02:13,0:00:01,0:01:49,0:01:50
1.25,-3.75,1970-01-01 01:00:33,1970-01-01 01:00:39,1970-01-01 01:01:04,0:00:06,0:00:25,0:00:31
-1.75,-3.75,1970-01-01 01:00:43,1970-01-01 01:00:49,1970-01-01 01:01:30,0:00:06,0:00:41,0:00:47
2.75,-1.25,1970-01-01 01:00:53,,,,,
0.25,1.75,1970-01-01 01:01:03,1970-01-01 01:01:09,1970-01-01 01:02:01,0:00:06,0:00:52,0:00:58
1.75,-2.75,1970-01-01 01:01:13,,,,,
-0.25,-2.25,1970-01-01 01:01:23,1970-01-01 01:01:29,1970-01-01 01:01:37,0:00:06,0:00:08,0:00:14
2.25,2.25,1970-01-01 01:01:33,1970-01-01 01:01:39,1970-01-01 01:02:17,0:00:06,0:00:38,0:00:44
-2.25,-2.25,1970-01-01 01:01:43,1970-01-01 01:01:49,1970-01-01 01:02:52,0:00:06,0:01:03,0:01:09
-0.75,-3.75,1970-01-01 01:01:54,1970-01-01 01:02:24,1970-01-01 01:02:39,0:00:30,0:00:15,0:00:45
-0.75,0.25,1970-01-01 01:02:04,,,,,
1.75,-1.75,1970-01-01 01:02:14,,,,,
1.75,0.75,1970-01-01 01:02:24,1970-01-01 01:02:32,1970-01-01 01:02:49,0:00:08,0:00:17,0:00:25
-2.25,2.25,1970-01-01 01:02:34,,,,,
-2.75,-4.25,1970-01-01 01:02:44,,,,,
-3.25,0.25,1970-01-01 01:02:54,,,,,
1.25,3.25,1970-01-01 01:03:04,1970-01-01 01:04:29,,0:01:25,,
-2.75,-2.25,1970-01-01 01:03:14,,,,,
0.75,2.75,1970-01-01 01:03:24,,,,,
-2.75,-0.75,1970-01-01 01:03:35,,,,,
0.25,-3.75,1970-01-01 01:03:45,,,,,
-2.25,1.75,1970-01-01 01:03:55,,,,,
-2.25,-4.25,1970-01-01 01:04:05,,,,,
3.75,-4.25,1970-01-01 01:04:15,,,,,
1.75,-3.75,1970-01-01 01:04:25,,,,,
