x,y,spawned,detected,attained,time_to_discover,time_to_completion,discover_completion
-2.25,-1.75,1970-01-01 01:00:03,1970-01-01 01:00:36,1970-01-01 01:00:51,0:00:33,0:00:15,0:00:48
-2.75,-0.75,1970-01-01 01:00:13,1970-01-01 01:00:21,1970-01-01 01:00:44,0:00:08,0:00:23,0:00:31
0.25,1.75,1970-01-01 01:00:23,1970-01-01 01:00:33,1970-01-01 01:00:57,0:00:10,0:00:24,0:00:34
-1.25,4.25,1970-01-01 01:00:33,1970-01-01 01:00:53,1970-01-01 01:01:11,0:00:20,0:00:18,0:00:38
0.25,3.25,1970-01-01 01:00:43,,,,,
-1.75,-0.25,1970-01-01 01:00:53,,,,,
0.25,4.25,1970-01-01 01:01:03,,,,,
-0.75,4.25,1970-01-01 01:01:13,,,,,
1.25,-1.75,1970-01-01 01:01:23,,,,,
1.25,-2.25,1970-01-01 01:01:34,,,,,
-0.75,-3.25,1970-01-01 01:01:44,1970-01-01 01:01:45,1970-01-01 01:02:27,0:00:01,0:00:42,0:00:43
-2.25,-2.25,1970-01-01 01:01:54,1970-01-01 01:02:06,1970-01-01 01:02:16,0:00:12,0:00:10,0:00:22
-1.25,-3.75,1970-01-01 01:02:04,,,,,
2.25,3.75,1970-01-01 01:02:14,1970-01-01 01:02:59,,0:00:45,,
-2.75,2.25,1970-01-01 01:02:24,1970-01-01 01:03:06,,0:00:42,,
-1.25,-3.25,1970-01-01 01:02:34,,,,,
4.25,-0.75,1970-01-01 01:02:44,,,,,
-0.75,-1.25,1970-01-01 01:02:54,,,,,
-2.75,1.75,1970-01-01 01:03:04,,,,,
